name_first_last,weight,mlb_g,height_inches,round_sort,round,draft_type,bats,description,height_feet,pick,year,name_last_first,overall,milb_g,team_full,league_full,primary_position,team_abbrev,birth_date,throws,league_id,school,trans_date,signed_sw,round_desc,mlbamPlayerID,mlbamTeamID
Jason Pruitt,212,N,4,1,C,JR,L,June Amateur Draft,6,4,1991,"Pruitt, Jason",30,Y,Kansas City Royals,American League,P,KC,1973-05-20T00:00:00,R,103,"Rockingham County HS (Wentworth, NC)",,N,Compensation,438784,118
Gregory Anthony,195,N,3,1,C,JR,R,June Amateur Draft,6,5,1991,"Anthony, Gregory",31,Y,San Diego Padres,National League,P,SD,1971-11-09T00:00:00,R,104,Tavares HS (FL),,N,Compensation,439191,135
Justin Thompson,210,Y,4,1,C,JR,L,June Amateur Draft,6,6,1991,"Thompson, Justin",32,Y,Detroit Tigers,American League,P,DET,1973-03-08T00:00:00,L,103,"Klein Oak HS (Spring, TX)",,N,Compensation,123294,116
Steve Whitaker,,N,,1,C,JR,,June Amateur Draft,,7,1991,"Whitaker, Steve",33,N,San Francisco Giants,National League,P,SF,,,104,Long Beach State,,N,Compensation,568657,137
Jorge Fabregas,220,Y,3,1,C,JR,L,June Amateur Draft,6,8,1991,"Fabregas, Jorge",34,Y,California Angels,American League,3B,CAL,1970-03-13T00:00:00,R,103,Miami (FL),,N,Compensation,113966,108
Jeff Ware,190,Y,3,1,C,JR,R,June Amateur Draft,6,9,1991,"Ware, Jeff",35,Y,Toronto Blue Jays,American League,P,TOR,1970-11-11T00:00:00,R,103,Old Dominion,,N,Compensation,123933,141
Bobby Jones,225,Y,4,1,C,JR,R,June Amateur Draft,6,10,1991,"Jones, Bobby",36,Y,New York Mets,National League,P,NYM,1970-02-10T00:00:00,R,104,Fresno State,,N,Compensation,116717,121
Jermane Johnson,195,N,0,1,C,JR,R,June Amateur Draft,6,11,1991,"Johnson, Jermane",37,Y,Boston Red Sox,American League,OF,BOS,1973-08-31T00:00:00,R,103,Pine Plains HS (NY),,N,Compensation,436450,111
Michael Rossiter,252,N,6,1,C,JR,R,June Amateur Draft,6,12,1991,"Rossiter, Michael",38,Y,Oakland Athletics,American League,P,OAK,1973-06-20T00:00:00,R,103,"Burroughs HS (Burbank, CA)",,N,Compensation,439587,133
Dan Cholowsky,195,N,1,1,C,JR,R,June Amateur Draft,6,13,1991,"Cholowsky, Dan",39,Y,St. Louis Cardinals,National League,3B,STL,1970-10-30T00:00:00,R,104,University of California-Berkeley,,N,Compensation,437944,138
Jimmy Gonzalez,235,N,3,1,C,JR,R,June Amateur Draft,6,14,1991,"Gonzalez, Jimmy",40,Y,Houston Astros,National League,C,HOU,1973-03-08T00:00:00,R,104,East Hartford HS (CT),,N,Compensation,400307,117
Trever Miller,200,Y,3,1,C,JR,R,June Amateur Draft,6,15,1991,"Miller, Trever",41,Y,Detroit Tigers,American League,P,DET,1973-05-29T00:00:00,L,103,"Trinity HS (Louisville, KY)",,N,Compensation,119125,116
LeJon Powell,185,Y,2,1,C,JR,R,June Amateur Draft,6,16,1991,"Powell, LeJon",42,Y,Toronto Blue Jays,American League,SS,TOR,1973-08-25T00:00:00,R,103,"Millikan HS (Long Beach, CA)",,N,Compensation,120720,141
Scott Hatteberg,210,Y,1,1,C,JR,L,June Amateur Draft,6,17,1991,"Hatteberg, Scott",43,Y,Boston Red Sox,American League,OF,BOS,1969-12-14T00:00:00,R,103,Washington State,,N,Compensation,115608,111
Michael Groppuso,200,N,3,1,C,JR,R,June Amateur Draft,6,18,1991,"Groppuso, Michael",44,Y,Houston Astros,National League,3B,HOU,1970-03-09T00:00:00,R,104,Seton Hall,,N,Compensation,439612,117
Ryan Long,215,Y,2,2,2,JR,R,June Amateur Draft,6,1,1991,"Long, Ryan",45,Y,Kansas City Royals,American League,3B,KC,1973-02-03T00:00:00,R,103,"Doble HS (Pasadena, Texas)",,N,Round 2,117899,118
Eddie Williams,220,N,3,2,2,JR,S,June Amateur Draft,6,2,1991,"Williams, Eddie",46,Y,St. Louis Cardinals,National League,C,STL,1972-01-22T00:00:00,R,104,"Edison HS (Miami, FL)",,N,Round 2,439589,138
Mike Durant,200,Y,2,2,2,JR,R,June Amateur Draft,6,3,1991,"Durant, Mike",47,Y,Minnesota Twins,American League,C,MIN,1969-09-14T00:00:00,R,103,Ohio State,,N,Round 2,113651,142
Buck McNabb,180,N,11,2,2,JR,L,June Amateur Draft,5,4,1991,"McNabb, Buck",48,Y,Houston Astros,National League,OF,HOU,1973-01-17T00:00:00,R,104,Fort Walton Beach HS (FL),,N,Round 2,438816,117
James Lewis,190,N,4,2,2,JR,R,June Amateur Draft,6,5,1991,"Lewis, James",49,Y,Houston Astros,National League,P,HOU,1970-01-31T00:00:00,R,104,Florida State,,N,Round 2,438818,117
Eddy Ramos,179,N,11,2,2,JR,S,June Amateur Draft,5,6,1991,"Ramos, Eddy",50,Y,Houston Astros,National League,3B,HOU,1973-09-28T00:00:00,R,104,"American HS (Hialeah, FL)",,N,Round 2,441093,117
Terry Horn,215,N,5,2,2,JR,R,June Amateur Draft,6,7,1991,"Horn, Terry",51,Y,Boston Red Sox,American League,P,BOS,1972-12-08T00:00:00,R,103,Yukon HS (OK),,N,Round 2,442793,111
Jonathan Barnes,178,N,1,2,2,JR,R,June Amateur Draft,6,8,1991,"Barnes, Jonathan",52,Y,San Diego Padres,National League,P,SD,1973-04-11T00:00:00,R,104,Lancaster HS (SC),,N,Round 2,439588,135
Shawn Curran,215,N,3,2,2,JR,R,June Amateur Draft,6,9,1991,"Curran, Shawn",53,Y,Baltimore Orioles,American League,C,BAL,1972-12-06T00:00:00,R,103,Corona HS (CA),,N,Round 2,441503,110
Kevin Stocker,175,Y,1,2,2,JR,S,June Amateur Draft,6,10,1991,"Stocker, Kevin",54,Y,Philadelphia Phillies,National League,SS,PHI,1970-02-13T00:00:00,R,104,Washington,,N,Round 2,122811,143
Tommy Adams,200,N,1,2,2,JR,R,June Amateur Draft,6,11,1991,"Adams, Tommy",55,Y,Seattle Mariners,American League,OF,SEA,1969-11-26T00:00:00,R,103,Arizona State,,N,Round 2,437055,136
Trevor Mallory,180,N,4,2,2,JR,R,June Amateur Draft,6,12,1991,"Mallory, Trevor",56,Y,Toronto Blue Jays,American League,P,TOR,1972-05-31T00:00:00,R,103,"Lakewood HS (St. Petersburg, FL)",,N,Round 2,441176,141
Herbert Perry,230,Y,2,2,2,JR,R,June Amateur Draft,6,13,1991,"Perry, Herbert",57,Y,Cleveland Indians,American League,3B,CLE,1969-09-15T00:00:00,R,103,Florida,,N,Round 2,120440,114
Scott Pisciotta,205,N,6,2,2,JR,R,June Amateur Draft,6,14,1991,"Pisciotta, Scott",58,Y,Montreal Expos,National League,P,MON,1973-06-08T00:00:00,R,104,"Walton HS (Marietta, GA)",,N,Round 2,439409,120
Tarrik Brock,170,Y,3,2,2,JR,L,June Amateur Draft,6,15,1991,"Brock, Tarrik",59,Y,Detroit Tigers,American League,OF,DET,1973-12-25T00:00:00,L,103,Hawthorne HS (CA),,N,Round 2,150031,116
Mike Neill,190,Y,2,2,2,JR,L,June Amateur Draft,6,16,1991,"Neill, Mike",60,Y,Oakland Athletics,American League,OF,OAK,1970-04-27T00:00:00,L,103,Villanova,,N,Round 2,136261,133
Chris Pritchett,210,Y,4,2,2,JR,L,June Amateur Draft,6,17,1991,"Pritchett, Chris",61,Y,California Angels,American League,1B,CAL,1970-01-31T00:00:00,R,103,UCLA,,N,Round 2,120774,108
Rodney Pedraza,210,N,2,2,2,JR,R,June Amateur Draft,6,18,1991,"Pedraza, Rodney",62,Y,Montreal Expos,National League,P,MON,1969-12-28T00:00:00,R,104,Texas,,N,Round 2,437941,120
Terrell Lowery,195,Y,3,2,2,JR,R,June Amateur Draft,6,19,1991,"Lowery, Terrell",63,Y,Texas Rangers,American League,OF,TEX,1970-10-25T00:00:00,R,103,Loyola Marymount,,N,Round 2,117961,140
Toby Rumfield,235,N,3,2,2,JR,R,June Amateur Draft,6,20,1991,"Rumfield, Toby",64,Y,Cincinnati Reds,National League,OF,CIN,1972-09-04T00:00:00,R,104,Belton HS (TX),,N,Round 2,437280,113
Dennis Gray,225,N,5,2,2,JR,L,June Amateur Draft,6,21,1991,"Gray, Dennis",65,Y,Toronto Blue Jays,American League,P,TOR,1969-12-24T00:00:00,L,103,Long Beach State,,N,Round 2,437963,141
Bill Pulsipher,230,Y,3,2,2,JR,L,June Amateur Draft,6,22,1991,"Pulsipher, Bill",66,Y,New York Mets,National League,P,NYM,1973-10-09T00:00:00,L,104,Fairfax HS (VA),,N,Round 2,120802,121
Chad Schoenvogel,185,N,3,2,2,JR,R,June Amateur Draft,6,23,1991,"Schoenvogel, Chad",67,Y,Boston Red Sox,American League,P,BOS,1971-08-10T00:00:00,R,103,Blinn College,,N,Round 2,439615,111
David Doorneweerd,175,N,2,2,2,JR,R,June Amateur Draft,6,24,1991,"Doorneweerd, David",68,Y,Pittsburgh Pirates,National League,P,PIT,1972-09-29T00:00:00,R,104,"Ridgewood HS (Port Richey, FL)",,N,Round 2,439184,134
Larry Thomas,190,Y,1,2,2,JR,R,June Amateur Draft,6,25,1991,"Thomas, Larry",69,Y,Chicago White Sox,American League,P,CWS,1969-10-25T00:00:00,L,103,Maine,,N,Round 2,123255,145
Russell Brock,210,N,5,2,2,JR,R,June Amateur Draft,6,26,1991,"Brock, Russell",70,Y,Oakland Athletics,American League,P,OAK,1969-10-13T00:00:00,R,103,Michigan,,N,Round 2,439585,133
Judd Wilstead,195,N,5,2,2,JR,L,June Amateur Draft,6,27,1991,"Wilstead, Judd",71,Y,Milwaukee Brewers,American League,P,MIL,1973-03-14T00:00:00,R,103,"Dixie HS (St. George, UT)",,N,Round 2,443496,158
Marc Kroon,190,Y,2,2,2,JR,R,June Amateur Draft,6,28,1991,"Kroon, Marc",72,Y,New York Mets,National League,P,NYM,1973-04-02T00:00:00,R,104,"Shadow Mountain HS (Phoenix, AZ)",,N,Round 2,117327,121
Daniel Jones,207,N,2,2,2,JR,R,June Amateur Draft,6,29,1991,"Jones, Daniel",73,Y,Pittsburgh Pirates,National League,P,PIT,1969-11-15T00:00:00,R,104,Northwestern,,N,Round 2,439406,134
Basil Shabazz,208,N,1,3,3,JR,R,June Amateur Draft,6,1,1991,"Shabazz, Basil",74,Y,St. Louis Cardinals,National League,OF,STL,1972-01-31T00:00:00,R,104,Pine Bluff HS (AR),,N,Round 3,454523,138
Timothy Flannelly,205,N,2,3,3,JR,L,June Amateur Draft,6,2,1991,"Flannelly, Timothy",75,Y,New York Yankees,American League,3B,NYY,1970-07-25T00:00:00,R,103,Michigan,,N,Round 3,443018,147
Blase Sparma,185,N,2,3,3,JR,R,June Amateur Draft,6,3,1991,"Sparma, Blase",76,Y,Atlanta Braves,National League,P,ATL,1970-07-06T00:00:00,R,104,Ohio State,,N,Round 3,435757,144
John Legree,200,N,2,3,3,JR,L,June Amateur Draft,6,4,1991,"Legree, John",77,Y,Minnesota Twins,American League,SS,MIN,1971-12-26T00:00:00,R,103,Statesboro HS (GA),,N,Round 3,435775,142
Brian Edmondson,175,Y,2,3,3,JR,R,June Amateur Draft,6,5,1991,"Edmondson, Brian",78,Y,Detroit Tigers,American League,P,DET,1973-01-29T00:00:00,R,103,"Norte Vista HS (Riverside, CA)",,N,Round 3,133228,116
Christopher Durkin,220,N,6,3,3,JR,L,June Amateur Draft,6,6,1991,"Durkin, Christopher",79,Y,Houston Astros,National League,OF,HOU,1970-08-12T00:00:00,L,104,Youngstown State,,N,Round 3,442990,117
Todd Hollandsworth,225,Y,2,3,3,JR,L,June Amateur Draft,6,7,1991,"Hollandsworth, Todd",80,Y,Los Angeles Dodgers,National League,OF,LA,1973-04-20T00:00:00,L,104,"Newport HS (Bellevue, WA)",,N,Round 3,116075,119
Antone Williamson,195,Y,1,3,3,JR,L,June Amateur Draft,6,8,1991,"Williamson, Antone",81,Y,San Diego Padres,National League,3B,SD,1973-07-18T00:00:00,R,104,Torrance HS (CA),,N,Round 3,124349,135
Alex Ochoa,200,Y,0,3,3,JR,R,June Amateur Draft,6,9,1991,"Ochoa, Alex",82,Y,Baltimore Orioles,American League,OF,BAL,1972-03-29T00:00:00,R,103,"Miami Lakes HS (Hialeah, FL)",,N,Round 3,119913,110
James Allen,185,N,11,3,3,JR,R,June Amateur Draft,5,10,1991,"Allen, James",83,Y,Philadelphia Phillies,National League,P,PHI,1970-05-10T00:00:00,R,104,Texas A&M,,N,Round 3,443001,143
Jim Mecir,230,Y,1,3,3,JR,S,June Amateur Draft,6,11,1991,"Mecir, Jim",84,Y,Seattle Mariners,American League,P,SEA,1970-05-16T00:00:00,R,103,Eckerd,,N,Round 3,118898,136
Bill Bliss,205,N,6,3,3,JR,R,June Amateur Draft,6,12,1991,"Bliss, Bill",85,Y,Chicago Cubs,National League,P,CHC,1969-10-10T00:00:00,R,104,Villanova,,N,Round 3,492896,112
Chad Ogea,200,Y,2,3,3,JR,R,June Amateur Draft,6,13,1991,"Ogea, Chad",86,Y,Cleveland Indians,American League,P,CLE,1970-11-09T00:00:00,R,103,Louisiana State,,N,Round 3,119952,114
Jeffrey Hostetler,185,N,3,3,3,JR,L,June Amateur Draft,6,14,1991,"Hostetler, Jeffrey",87,Y,Montreal Expos,National League,P,MON,1971-06-17T00:00:00,L,104,Cleveland State CC,,N,Round 3,439593,120
Justin Mashore,190,N,9,3,3,JR,R,June Amateur Draft,5,15,1991,"Mashore, Justin",88,Y,Detroit Tigers,American League,OF,DET,1972-02-14T00:00:00,R,103,"Clayton Valley HS (Concord, CA)",,N,Round 3,501301,116
Mark Hubbard,199,N,2,3,3,JR,L,June Amateur Draft,6,16,1991,"Hubbard, Mark",89,Y,New York Yankees,American League,P,NYY,1970-02-02T00:00:00,L,103,South Florida,,N,Round 3,443023,147
Mark Ratekin,205,N,4,3,3,JR,R,June Amateur Draft,6,17,1991,"Ratekin, Mark",90,Y,California Angels,American League,P,CAL,1970-11-14T00:00:00,R,103,Point Loma Nazarene,,N,Round 3,444065,108
Todd Larocca,185,N,1,3,3,JR,R,June Amateur Draft,6,18,1991,"Larocca, Todd",91,Y,Los Angeles Dodgers,National League,SS,LA,1972-09-21T00:00:00,R,104,"The Lovett School (Atlanta, GA)",,N,Round 3,439131,119
Larry Hanlon,170,N,0,3,3,JR,R,June Amateur Draft,6,19,1991,"Hanlon, Larry",92,Y,Texas Rangers,American League,SS,TEX,1970-01-23T00:00:00,R,103,Texas-Arlington,,N,Round 3,437271,140
Joe De Berry,210,N,2,3,3,JR,L,June Amateur Draft,6,20,1991,"De Berry, Joe",93,Y,Cincinnati Reds,National League,1B,CIN,1970-06-30T00:00:00,L,104,Clemson,,N,Round 3,442787,113
Chris Stynes,190,Y,9,3,3,JR,R,June Amateur Draft,5,21,1991,"Stynes, Chris",94,Y,Toronto Blue Jays,American League,SS,TOR,1973-01-19T00:00:00,R,103,Boca Raton HS (FL),,N,Round 3,122918,141
Jeff Kiraly,230,N,3,3,3,JR,L,June Amateur Draft,6,22,1991,"Kiraly, Jeff",95,Y,New York Mets,National League,1B,NYM,1973-05-16T00:00:00,L,104,"La Cueva HS (Albuquerque, NM)",,N,Round 3,440967,121
Joe Caruso,190,N,9,3,3,JR,R,June Amateur Draft,5,23,1991,"Caruso, Joe",96,Y,Boston Red Sox,American League,P,BOS,1974-12-30T00:00:00,R,103,Loyola Marymount,,N,Round 3,437395,111
Matt Ruebel,180,Y,2,3,3,JR,L,June Amateur Draft,6,24,1991,"Ruebel, Matt",97,Y,Pittsburgh Pirates,National League,P,PIT,1969-10-16T00:00:00,L,104,Oklahoma,,N,Round 3,121539,134
Mike Robertson,185,Y,0,3,3,JR,L,June Amateur Draft,6,25,1991,"Robertson, Mike",98,Y,Chicago White Sox,American League,1B,CWS,1970-10-09T00:00:00,L,103,Southern California,,N,Round 3,121292,145
Joel Wolfe,205,N,3,3,3,JR,R,June Amateur Draft,6,26,1991,"Wolfe, Joel",99,Y,Oakland Athletics,American League,OF,OAK,1970-06-18T00:00:00,R,103,UCLA,,N,Round 3,440429,133
Marcus Gipner,200,N,3,4,4,JR,S,June Amateur Draft,6,1,1991,"Gipner, Marcus",100,Y,New York Yankees,American League,C,NYY,1973-09-01T00:00:00,R,103,"Dunedin HS (Dunedin, FL)",,N,Round 4,443020,147
Phil Nevin,220,Y,3,1,1,JR,R,June Amateur Draft,6,1,1992,"Nevin, Phil",1,Y,Houston Astros,National League,3B,HOU,1971-01-19T00:00:00,R,104,Cal State Fullerton,,N,Round 1,119732,117
Paul Shuey,215,Y,3,1,1,JR,R,June Amateur Draft,6,2,1992,"Shuey, Paul",2,Y,Cleveland Indians,American League,P,CLE,1970-09-16T00:00:00,R,103,North Carolina,,N,Round 1,122201,114
Billy Wallace,195,N,3,1,1,JR,R,June Amateur Draft,6,3,1992,"Wallace, Billy",3,Y,Montreal Expos,National League,P,MON,1971-05-18T00:00:00,L,104,Mississippi State,,N,Round 1,440292,120
Jeffrey Hammonds,220,Y,0,1,1,JR,R,June Amateur Draft,6,4,1992,"Hammonds, Jeffrey",4,Y,Baltimore Orioles,American League,OF,BAL,1971-03-05T00:00:00,R,103,Stanford,,N,Round 1,115394,110
Chad Mottola,230,Y,3,1,1,JR,R,June Amateur Draft,6,5,1992,"Mottola, Chad",5,Y,Cincinnati Reds,National League,OF,CIN,1971-10-15T00:00:00,R,104,Central Florida,,N,Round 1,119456,113
Derek Jeter,195,Y,3,1,1,JR,R,June Amateur Draft,6,6,1992,"Jeter, Derek",6,Y,New York Yankees,American League,SS,NYY,1974-06-26T00:00:00,R,103,"Central HS (Kalamazoo, MI)",,N,Round 1,116539,147
Calvin Murray,190,Y,11,1,1,JR,R,June Amateur Draft,5,7,1992,"Murray, Calvin",7,Y,San Francisco Giants,National League,OF,SF,1971-07-30T00:00:00,R,104,Texas,,N,Round 1,150273,137
Peter Janicki,195,N,3,1,1,JR,R,June Amateur Draft,6,8,1992,"Janicki, Peter",8,Y,California Angels,American League,P,CAL,1971-01-26T00:00:00,R,103,UCLA,,N,Round 1,443630,108
Preston Wilson,220,Y,2,1,1,JR,R,June Amateur Draft,6,9,1992,"Wilson, Preston",9,Y,New York Mets,National League,SS,NYM,1974-07-19T00:00:00,R,104,"Bamberg Ehrhardt HS (Bamberg, SC)",,N,Round 1,133343,121
Michael Tucker,210,Y,2,1,1,JR,L,June Amateur Draft,6,10,1992,"Tucker, Michael",10,Y,Kansas City Royals,American League,SS,KC,1971-06-25T00:00:00,R,103,Longwood,,N,Round 1,123494,118
Derek Wallace,200,Y,3,1,1,JR,R,June Amateur Draft,6,11,1992,"Wallace, Derek",11,Y,Chicago Cubs,National League,P,CHC,1971-09-01T00:00:00,R,104,Pepperdine,,N,Round 1,123856,112
Ken Felder,220,N,3,1,1,JR,R,June Amateur Draft,6,12,1992,"Felder, Ken",12,Y,Milwaukee Brewers,American League,OF,MIL,1971-02-09T00:00:00,R,103,Florida State,,N,Round 1,442038,158
Chad McConnell,200,N,1,1,1,JR,R,June Amateur Draft,6,13,1992,"McConnell, Chad",13,Y,Philadelphia Phillies,National League,OF,PHI,1970-10-13T00:00:00,R,104,Creighton,,N,Round 1,443166,143
Ron Villone,245,Y,3,1,1,JR,L,June Amateur Draft,6,14,1992,"Villone, Ron",14,Y,Seattle Mariners,American League,P,SEA,1970-01-16T00:00:00,L,103,Massachusetts,,N,Round 1,123725,136
Sean Lowe,225,Y,2,1,1,JR,R,June Amateur Draft,6,15,1992,"Lowe, Sean",15,Y,St. Louis Cardinals,National League,P,STL,1971-03-29T00:00:00,R,104,Arizona State,,N,Round 1,117957,138
Rick Greene,200,Y,5,1,1,JR,R,June Amateur Draft,6,16,1992,"Greene, Rick",16,Y,Detroit Tigers,American League,P,DET,1971-01-02T00:00:00,R,103,Louisiana State,,N,Round 1,214294,116
Jim Pittsley,215,Y,7,1,1,JR,R,June Amateur Draft,6,17,1992,"Pittsley, Jim",17,Y,Kansas City Royals,American League,P,KC,1974-04-03T00:00:00,R,103,"Dubois Area HS (Dubois, PA)",,N,Round 1,120609,118
Christopher Roberts,185,N,1,1,1,JR,R,June Amateur Draft,6,18,1992,"Roberts, Christopher",18,Y,New York Mets,National League,P,NYM,1971-06-25T00:00:00,L,104,Florida State,,N,Round 1,443617,121
Shannon Stewart,210,Y,11,1,1,JR,R,June Amateur Draft,5,19,1992,"Stewart, Shannon",19,Y,Toronto Blue Jays,American League,OF,TOR,1974-02-25T00:00:00,R,103,"Southridge HS (Miami, FL)",,N,Round 1,122784,141
Benji Grigsby,195,N,1,1,1,JR,R,June Amateur Draft,6,20,1992,"Grigsby, Benji",20,Y,Oakland Athletics,American League,P,OAK,1970-12-02T00:00:00,R,103,San Diego State,,N,Round 1,438128,133
Jamie Arnold,200,Y,2,1,1,JR,R,June Amateur Draft,6,21,1992,"Arnold, Jamie",21,Y,Atlanta Braves,National League,P,ATL,1974-03-24T00:00:00,R,104,"Osceola HS (Kissimmee, FL)",,N,Round 1,150374,144
Rick Helling,255,Y,3,1,1,JR,R,June Amateur Draft,6,22,1992,"Helling, Rick",22,Y,Texas Rangers,American League,P,TEX,1970-12-15T00:00:00,R,103,Stanford,,N,Round 1,115727,140
Jason Kendall,190,Y,0,1,1,JR,R,June Amateur Draft,6,23,1992,"Kendall, Jason",23,Y,Pittsburgh Pirates,National League,OF,PIT,1974-06-26T00:00:00,R,104,Torrance HS (CA),,N,Round 1,116974,134
Eddie Pearson,225,N,3,1,1,JR,S,June Amateur Draft,6,24,1992,"Pearson, Eddie",24,Y,Chicago White Sox,American League,1B,CWS,1974-01-31T00:00:00,R,103,Bishop State CC,,N,Round 1,436608,145
Todd Steverson,195,Y,2,1,1,JR,R,June Amateur Draft,6,25,1992,"Steverson, Todd",25,Y,Toronto Blue Jays,American League,OF,TOR,1971-11-15T00:00:00,R,103,Arizona State,,N,Round 1,122771,141
Dan Serafini,190,Y,1,1,1,JR,S,June Amateur Draft,6,26,1992,"Serafini, Dan",26,Y,Minnesota Twins,American League,P,MIN,1974-01-25T00:00:00,L,103,"Serra HS (San Mateo, CA)",,N,Round 1,122007,142
John Burke,220,Y,4,1,1,JR,S,June Amateur Draft,6,27,1992,"Burke, John",27,Y,Colorado Rockies,,P,COL,1970-02-09T00:00:00,R,,Florida,,N,Round 1,111721,115
Charles Johnson,225,Y,3,1,1,JR,R,June Amateur Draft,6,28,1992,"Johnson, Charles",28,Y,Florida Marlins,,C,FLA,1971-07-20T00:00:00,R,,Miami,,N,Round 1,116569,146
Jeff Schmidt,205,Y,5,1,C,JR,R,June Amateur Draft,6,1,1992,"Schmidt, Jeff",29,Y,California Angels,American League,P,CAL,1971-02-21T00:00:00,R,103,Minnesota,,N,Compensation,121835,108
Jon Ward,220,N,5,1,C,JR,R,June Amateur Draft,6,2,1992,"Ward, Jon",30,Y,New York Mets,National League,P,NYM,1974-11-13T00:00:00,R,104,Huntington Beach HS (CA),,N,Compensation,436708,121
Sherard Clinkscales,,N,,1,C,JR,,June Amateur Draft,,3,1992,"Clinkscales, Sherard",31,N,Kansas City Royals,American League,P,KC,,,103,Purdue,,N,Compensation,556821,118
Ryan Luzinski,226,N,1,1,C,JR,R,June Amateur Draft,6,4,1992,"Luzinski, Ryan",32,Y,Los Angeles Dodgers,National League,C,LA,1973-08-22T00:00:00,R,104,"Holy Cross HS (Medford, NJ)",,N,Compensation,437504,119
Vashon Walker,180,N,1,1,C,JR,L,June Amateur Draft,6,5,1992,"Walker, Vashon",33,Y,Pittsburgh Pirates,National League,OF,PIT,1974-06-09T00:00:00,L,104,"Harrison County HS (Cynthiana, KY)",,N,Compensation,442227,134
Brandon Cromer,190,N,2,1,C,JR,L,June Amateur Draft,6,6,1992,"Cromer, Brandon",34,Y,Toronto Blue Jays,American League,SS,TOR,1974-01-25T00:00:00,R,103,Lexington HS (SC),,N,Compensation,442265,141
Johnny Damon,205,Y,2,1,C,JR,L,June Amateur Draft,6,7,1992,"Damon, Johnny",35,Y,Kansas City Royals,American League,OF,KC,1973-11-05T00:00:00,L,103,"Dr. Phillips HS (Orlando, FL)",,N,Compensation,113028,118
Michael Moore,220,N,4,1,C,JR,R,June Amateur Draft,6,8,1992,"Moore, Michael",36,Y,Los Angeles Dodgers,National League,OF,LA,1971-05-07T00:00:00,R,104,UCLA,,N,Compensation,438134,119
Kendall Rhine,215,N,7,1,C,JR,R,June Amateur Draft,6,9,1992,"Rhine, Kendall",37,Y,Houston Astros,National League,P,HOU,1970-11-27T00:00:00,R,104,Georgia,,N,Compensation,438133,117
Gabby Martinez,205,N,0,1,C,JR,R,June Amateur Draft,6,10,1992,"Martinez, Gabby",38,Y,Milwaukee Brewers,American League,SS,MIL,1974-01-07T00:00:00,R,103,"Luchetti HS (Santurce, PR)",,N,Compensation,150328,158
David Landaker,170,N,0,2,2,JR,R,June Amateur Draft,6,1,1992,"Landaker, David",39,Y,Houston Astros,National League,SS,HOU,1974-02-20T00:00:00,R,104,"Royal HS (Simi Valley, CA)",,N,Round 2,436606,117
Mike Matthews,205,Y,2,2,2,JR,L,June Amateur Draft,6,2,1992,"Matthews, Mike",40,Y,Cleveland Indians,American League,P,CLE,1973-10-24T00:00:00,L,103,Montgomery College,,N,Round 2,150347,114
Rod Henderson,195,Y,4,2,2,JR,R,June Amateur Draft,6,3,1992,"Henderson, Rod",41,Y,Montreal Expos,National League,P,MON,1971-03-11T00:00:00,R,104,Kentucky,,N,Round 2,115750,120
Brian Sackinsky,220,Y,4,2,2,JR,R,June Amateur Draft,6,4,1992,"Sackinsky, Brian",42,Y,Baltimore Orioles,American League,P,BAL,1971-06-22T00:00:00,R,103,Stanford,,N,Round 2,121608,110
Chad Alexander,195,N,1,2,2,JR,R,June Amateur Draft,6,5,1992,"Alexander, Chad",43,Y,Cincinnati Reds,National League,OF,CIN,1974-05-22T00:00:00,R,104,Lufkin HS (TX),,N,Round 2,407977,113
Jon Lieber,240,Y,2,2,2,JR,L,June Amateur Draft,6,6,1992,"Lieber, Jon",44,Y,Kansas City Royals,American League,P,KC,1970-04-02T00:00:00,R,103,South Alabama,,N,Round 2,117758,118
James Rosenbohm,170,N,1,2,2,JR,R,June Amateur Draft,6,7,1992,"Rosenbohm, James",45,Y,San Francisco Giants,National League,P,SF,1973-09-19T00:00:00,R,104,Hutchinson CC,,N,Round 2,439044,137
Deshawn Warren,170,N,0,2,2,JR,R,June Amateur Draft,6,8,1992,"Warren, Deshawn",46,Y,California Angels,American League,P,CAL,1974-05-05T00:00:00,L,103,"Choctaw County HS (Butler, AL)",,N,Round 2,443147,108
Danny Clyburn,220,Y,3,2,2,JR,R,June Amateur Draft,6,9,1992,"Clyburn, Danny",47,Y,Pittsburgh Pirates,National League,OF,PIT,1974-04-06T00:00:00,R,104,Lancaster HS (SC),,N,Round 2,112419,134
